inchikey,smiles,number of aromatic rings
VMCOQLKKSNQANE-UHFFFAOYSA-N,CN1CCN(c2ccc3nc(-c4ccc5[nH]c(-c6ccc(N(C)C)cc6)nc5c4)[nH]c3c2)CC1,5
GFEHACHKMVZGNQ-HOTGVXAUSA-N,Cc1ccc(S(=O)(=O)N2CCSCC2C(=O)NC(CC(C)C)C(=O)O)cc1,1
OLUKILHGKRVDCT-UHFFFAOYSA-N,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,3
XUJQPDQURBZEGJ-KXQOOQHDSA-N,CN(C(=O)c1cc2ccccc2cc1C(=O)C(c1cccc2ccccc12)P(=O)(O)O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,6
BTFHLQRNAMSNLC-UHFFFAOYSA-N,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,1
AIBKIFHSQQYXLG-UHFFFAOYSA-N,Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(N3CCNCC3)n2)cc1,3
BUFLLCUFNHESEH-FULWYAMNSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C2O)c(=O)[nH]1,2
DNBSDUDYNPJVCN-KXHDAMSKSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,2
ITDKSTILAWHDJI-IZIMKHQASA-N,Nc1ncnc2c1ncn2C1OC(CO)C(NC(=O)C(N)CO)C1O,2
OBSIQMZKFXFYLV-QMMMGPOBSA-N,NC(=O)C(N)Cc1ccccc1,1
ADXYEWMDAGIULV-UHFFFAOYSA-N,O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,4
RCSLIFYNVZXHOC-CUDMKSOSSA-N,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)C34CC5CC(CC(C5)C3)C4)cccc12,2
RSSOZTMMMIWOJB-AAEUAGOBSA-N,CC(NC(=O)OCc1ccccc1)C(=O)N1CCCC1C(=O)O,1
ZECCQELUYUPTSB-UUASQNMZSA-N,CC(C)(ON=C(C(=O)NCB(O)O)c1csc(N)n1)C(=O)O,1
REVPHPVBPSIEKM-VPHNIEJBSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSS,2
UOUXILZUBDIWQU-UHFFFAOYSA-N,Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1,3
MCMWCTMAKPQTPI-UOAPUEHGSA-N,O=C(NC(CN1CCOCC1)CN1CCOCC1)c1cc(OC2OC(CO)C(O)C(O)C2O)cc([N+](=O)[O-])c1,1
GPHOELDACAWWAE-OFKRYJGVSA-L,NC(COC(=O)C(NC(=O)Cc1cccs1)C1NC(C(=O)[O-])=C(C=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CS1)C(=O)[O-],2
XLJNZONSWKENRP-DEVDXAACSA-N,COC(O)c1ccc(CN2C(COc3ccccc3)C(O)C(O)C(COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1,4
GJJULHJRORAZCG-QMDLAEJKSA-M,O=C(O)CCCCCCC=CC1O[Fe]23Oc4ccccc4C4NC(CO4)C(=O)NC(CCCCN1O2)C(=O)OCCC(=O)NC1CCCCN(O3)C1=O,1
NAQUAVBNIYTIIS-UHFFFAOYSA-N,O=C(Nc1ccccc1Oc1ccc(C(=O)O)c(C(=O)O)c1)c1cccc([N+](=O)[O-])c1,3
MZFOKIKEPGUZEN-MVQIFZLOSA-N,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,2
AMDUVUKDRBIVAH-UHFFFAOYSA-N,Nc1nc2ncc(COP(=O)(O)OP(=O)(O)O)nc2c(=O)[nH]1,2
CJIIERPDFZUYPI-UHFFFAOYSA-N,O=C(Cc1ccc(O)cc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,4
BYHDDXPKOZIZRV-UHFFFAOYSA-N,O=C(O)CCCCc1ccccc1,1
YCOXTKKNXUZSKD-UHFFFAOYSA-N,Cc1ccc(O)cc1C,1
PASRTKOWXJDFFV-UHFFFAOYSA-N,CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21,3
HMSIYRVIPQHZBI-UHFFFAOYSA-O,CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O,2
RWZYAGGXGHYGMB-UHFFFAOYSA-N,Nc1ccccc1C(=O)O,1
XRZABKCMPVBQFX-PXOKFWMZSA-N,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1C=CC(=O)N(Cc1ccc2nc(N)[nH]c(=O)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,4
IPWQOZCSQLTKOI-QMMMGPOBSA-N,NC(=O)NC(Cc1ccccc1)C(=O)O,1
GRQLDCHTDNYVQI-UHFFFAOYSA-N,N=C(N)c1ccc2cccc(Nc3ncccn3)c2c1,3
MUWYCJQCZPFLFI-BBBLOLIVSA-N,Cc1cc(C2CC(O)C(COP(=O)(O)O)O2)c[nH]c1=O,1
GUDHMDVRURNAHL-JTQLQIEISA-N,NC(C(=O)O)C1Cc2ccccc2C1,1
QHNJNOBWURJIEK-UHFFFAOYSA-N,COC(=O)C1=C(C)CC(=O)c2c1cc1c(c2O)C(=O)c2c(O)cccc2C1=O,2
NGSWKAQJJWESNS-ZZXKWVIFSA-N,O=C(O)C=Cc1ccc(O)cc1,1
FZQUTWRNQJPTSH-URRMKJPSSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCc1ccc(O)cc1,3
WLQBZMZTRNPUDL-BBVRLYRLSA-N,O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1
QKVREUJWFZJEJK-UHFFFAOYSA-N,Nc1cc2c(nn1)-c1ccccc1CC2,2
LFERELMXERXKKQ-NYTQINMXSA-N,NC(=O)c1cccc(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)[nH+]1,3
UEIGEWJJVQHIAX-ZFVIQDPVSA-N,NCCCN1CCN(CCCNC(=O)c2cc(OC3OC(CO)C(O)C(O)C3O)cc([N+](=O)[O-])c2)CC1,1
WWYDYZMNFQIYPT-UHFFFAOYSA-N,O=C(O)C(C(=O)O)c1ccccc1,1
PYXFWOIZPYXNRU-CAHLUQPWSA-N,CNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1
FIXMYVJXXYQYGI-GFCCVEGCSA-N,Cc1ncc(COP(=O)(O)O)c(CNCCCCC(N)C(=O)O)c1O,1
WFVCNOHOODVBQK-XXGQGYBTSA-N,O=[N+]([O-])c1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2F)c([N+](=O)[O-])c1,1
JTJBRKLISQICDU-XMMPIXPASA-N,C=CCOC(=O)NC(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)C(=O)NCCCCOc1cccc(O)c1C(=O)OC,3
HHPUQNGRNUOYCD-VIFPVBQESA-N,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(Cc1cccs1)CC2O,2
YVUUZAPYLPWFHE-HXFGRODQSA-N,CC(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(O)C(N)Cc1ccccc1)C(N)=O,1
OAPPZHVTNHJVAL-LJMZODOWSA-N,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(F)C(O)C3O)C(O)C2O)c(=O)[nH]1,1
XYUFCXJZFZPEJD-PGRDOPGGSA-N,O=C(NC1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,3
SENPVEZBRZQVST-AAIUHBJKSA-O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,3
OVKZTPFHUYGZBI-UHFFFAOYSA-N,Cc1nc(C)c(-c2ccnc(NC=NO)n2)s1,2
CQKMBZHLOYVGHW-CBPNBUAGSA-N,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1N,2
UPHQQDZIRIHPHU-UHFFFAOYSA-O,C[n+]1c(N)cc[nH]c1=O,1
RNOYCNIZOAIUSV-LSWMGQQCSA-N,CCOC(=O)CON=C(c1ccccn1)C1(c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2)n3C)CC1,4
AIIOXZPEXXZCML-KKXDTOCCSA-N,CCSCCC(N)C(O)C(=O)NC(C)c1cccc2ccccc12,2
XCLFQXCQQHVLJQ-UHFFFAOYSA-O,NC(=[NH2+])c1ccc(COB2OCCO2)cc1,1
SYDNSSSQVSOXTN-UHFFFAOYSA-N,Cc1ccc(O)c([N+](=O)[O-])c1,1
WKNFBFHAYANQHF-QITLWLKTSA-N,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(=O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O,5
QTPHSDHUHXUYFE-NWDGAFQWSA-N,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,2
YBHILYKTIRIUTE-UHFFFAOYSA-N,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,3
WWUPGKDRUIPTRA-OBPDMEEPSA-N,CN(C)c1ccc(C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)cc1,3
OMOBIXPIGAIKCC-FREGXXQWSA-N,O=C1N2C=C(c3ccc(O)cc3)NC(Cc3ccccc3)C2=NC1(Cc1ccc2ccccc2c1)OO,4
ZBCATMYQYDCTIZ-UHFFFAOYSA-N,Cc1ccc(O)c(O)c1,1
HEYSFDAMRDTCJM-FULWYAMNSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C2O)c(=O)[nH]1,2
NJMHQBSYSLWOQF-UHFFFAOYSA-N,O=C(Cc1ccc(I)cc1)NC[PH](=O)O,1
NTAHMPNXQOYXSX-WKSONYIQSA-N,CC=CC=CC1OC(O)(C(CC)C(O)=NCC=CC=C(C)C(OC)C(C)C2OC(C=CC=CC=C(C)C(=O)c3c(O)ccn(C)c3=O)C(O)C2O)C(O)C(O)C1(C)C,1
ZUWBXGHMVKDMQO-DEOSSOPVSA-N,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,3
YMWIHKCBRFEJMH-MRKVFDINSA-N,O=Nc1c(NCC(O)C(O)C(O)CO)[nH]c(=O)[nH]c1=O,1
FACUYWPMDKTVFU-BYPYZUCNSA-N,NC(Cn1ccc(=O)[nH]c1=O)C(=O)O,1
BLGDWFJQIHBUJY-KZCXHDHUSA-N,CCC1(O)Cc2cc3c(c(O)c2C(OC2CC(N(C)C)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,2
SFVACKBZMIZHCK-ZWNOBZJWSA-N,CC1=C(C(=O)O)NC(C(C=O)NC(=O)Cc2cccs2)SC1,1
XKMLYUALXHKNFT-BZKDHIKHSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,2
OIEJBPVNLZZLGQ-UHFFFAOYSA-N,Cc1c(CCCO)[nH]c(=O)[nH]c1=O,1
SUSMVCKSLVPRCL-QGZVFWFLSA-N,COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)CC2C(=O)NO)cc1,2
FEYGJZKVMASWJB-UHFFFAOYSA-N,CCc1oc2cc(S(=O)(=O)N(C)C)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,3
NQEQTYPJSIEPHW-MNOVXSKESA-N,O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,2
ZXIPEZDMQNYFOO-VSGBNLITSA-N,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNCC2)c(OC(C)C)c1,3
MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cccnc1,1
VKJBKKSOPAEBAT-BKMJKUGQSA-N,O=C1N2C=C(c3ccc(O)cc3)NC(Cc3ccccc3)C2=NC1(Cc1ccc(I)cc1)OO,3
HJORMJIFDVBMOB-LBPRGKRZSA-N,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1
TWMKRGDZEJLDDH-JPWUCKPDSA-N,CC(=O)NC(Cc1cc(I)c(O)c(I)c1)C(=O)NC(C(=O)O)C(C)O,1
BRMWTNUJHUMWMS-LURJTMIESA-N,Cn1cnc(CC(N)C(=O)O)c1,1
HJEPOXZLPHUVFE-ZETCQYMHSA-N,NC(CC1=CCCCc2o[nH]c(=O)c21)C(=O)O,1
ALBWBHNFOJJMCV-UHFFFAOYSA-N,CC(=O)N(C)c1cccc(-c2nnc3ccc(-c4ccccc4)nn23)c1,4
YQHOHPOCZUAUKP-UHFFFAOYSA-N,NOC(=O)Nc1ccccc1,1
ZKRKFZJAQKKHKL-MSLFWYFASA-N,Nc1nc2c(c(=O)[nH]1)N=C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)CN2,3
KSKGHNZSCSCHEQ-MRKVFDINSA-N,O=c1[nH]c(NCC(O)C(O)C(O)CO)c([N+](=O)[O-])c(=O)[nH]1,1
BUFDQCGCADQQQY-UHFFFAOYSA-N,Nc1nc(N)c2c(Sc3ccccc3)cccc2n1,3
RWZYAGGXGHYGMB-UHFFFAOYSA-N,Nc1ccccc1C(=O)O,1
CIUUIPMOFZIWIZ-UHFFFAOYSA-N,Nc1nc(O)c(Br)c(-c2ccccc2)n1,2
BAOICLZZDLLDRL-UHFFFAOYSA-N,Nc1cc(N)c2c(=O)[nH][nH]c(=O)c2c1,2
WATXEHGLYJKXOF-MUUNZHRXSA-N,CC(C)c1cc(C(C)C)c(S(=O)(=O)NC(Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN)CC2)c(C(C)C)c1,2
NLBIPGBVVPCESQ-ZEVJXODCSA-N,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)(OP(=O)(O)O)C(=O)O,1
KNBSYZNKEAWABY-UHFFFAOYSA-N,O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12,2
VYUPJUKSTVHSQI-WUHRBBMRSA-N,COc1ccc2c(c1)ncn2C1OC(COP(=O)(O)O)C(O)C1O,2
IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2occc2c1,2
NTDFJEKGSGSXME-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2F)cc1,2
MXZSNCHJXJJUNP-VTSIPFNDSA-N,CON=C(C(=O)NC(C=O)C1NC(C(=O)O)=C(CC(=O)OC)CS1)c1csc(N)n1,1
KLVYMYQTRZCMLE-CYBMUJFWSA-N,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCN1C2=O,2
JNNIZILNBMPOAC-XHIHJMKYSA-N,NC(CCC(=O)NC(CSC1c2ccccc2-c2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O,2
AHAVBKNGKPWROK-APXJNFJLSA-N,O=C(NC1c2ccccc2CC1O)C(CC(O)C(OCc1ccccc1)C(=O)NC1c2ccccc2CC1O)OCc1ccccc1,4
IUDCAKKZLXFOQA-FDCFHUKCSA-N,COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)N)C(C)C)C(C)C,1
JOAQINSXLLMRCV-UHFFFAOYSA-N,Nc1nc(O)c2nc(CNc3ccc(C(=O)O)cc3)cnc2n1,3
MATGKVZWFZHCLI-LSDHHAIUSA-N,COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,2
LNIQZRIHAMVRJA-UHFFFAOYSA-N,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,3
KGGLGSZFQPTPPT-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1[Hg],1
SRHSAABKYJDBDV-UHFFFAOYSA-N,O=P(O)(O)C(F)(F)c1ccc(CCCCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,2
CSNCBOPUCJOHLS-GJMOJQLCSA-N,Cc1cn(C2CC(OP(=O)(O)O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1
LHHKQWQTBCTDQM-UHFFFAOYSA-N,COc1ccc(CCC(=O)O)cc1OC,1
PCSWXVJAIHCTMO-UHFFFAOYSA-P,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,4
ZIIQWIUUIAULLO-MKQKURRLSA-N,CCCN1CCN(CCCNC(=O)c2cc(OC3OC(CO)C(O)C(O)C3O)cc([N+](=O)[O-])c2)CC1,1
HBTZVNKXMFGOOJ-UHFFFAOYSA-N,O=C(NCCCc1ccccc1)NC1CCCCC1,1
XZKIHKMTEMTJQX-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,1
BVTBOJXEAPSOEB-UHFFFAOYSA-N,Cc1cc(Br)c([O-])c(-c2cc3cc(C(N)=[NH2+])ccc3[nH]2)c1,3
REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3
NVUDDRWKCUAERS-WGNDUZGJSA-N,Nc1ccnc2c1ncn2C1OC(CO)C(O)C1O,2
XKLZIVIOZDNKEQ-CLQLPEFOSA-N,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,1
HOOWCUZPEFNHDT-ZETCQYMHSA-N,NC(C(=O)O)c1cc(O)cc(O)c1,1
PUGKTLRHGHIDCJ-MHLKFSCXSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCC[N+](=O)[O-],2
ZBGFHAOHCLIAFH-UHFFFAOYSA-L,O[Cu+](O)(n1ccnc1)(n1ccnc1)(n1ccnc1)n1ccnc1,4
DNGGPLKVDUPXFN-GOSISDBHSA-N,COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2C(=O)NO)cc1,2
UEDKSAKLZBMNMA-ROUUACIJSA-N,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccc(Br)cc1,1
GNANSBQAIRJZPA-DHIUTWEWSA-N,N=C(N)c1cccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2C(=O)O)c1,3
CBFXRTSHUMEYKQ-UHFFFAOYSA-N,NCc1cc(CSc2ccccc2)c2nc(N)[nH]c(=O)c2c1,3
XGORHSPGULYMCV-HHYQQTLHSA-N,CCC(C)c1ccc2cc3c(c(O)c2c1O)C(=O)CC(C(OC)C(=O)C(O)C(C)O)C3,2
NHGDGJKONAZETF-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CNC(C)(C)C(=O)O)c1O,1
FJKROLUGYXJWQN-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1,1
IGWHDMPTQKSDTL-XZMZPDFPSA-N,Cc1cn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]c1=O,1
YCDHZDINQZLSRR-BJKOFHAPSA-N,CC(C)CC(C(=O)NCC(O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,3
SMZUMFSKQVVOOV-WCBMZHEXSA-N,CC(O)C(N)Cc1ccccc1,1
OSHBEULYPOLYCE-STIJKOADSA-N,CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Zn]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4,4
WOCXQMCIOTUMJV-UHFFFAOYSA-N,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],1
ARWHTQLGMWHTAZ-UHFFFAOYSA-N,CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)nc(F)nc21,3
VZNNJZGVQVNHCM-QRAMLNDPSA-N,CNC(=O)C(NC(=O)C(OCc1ccccc1)C(O)C(O)C(OCc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)C,3
DNCAZYRLRMTVSF-SNVBAGLBSA-N,CC(N)(C(=O)O)c1ccc(C(=O)O)cc1,1
ZMWJGXGSWZFZPJ-FCIPNVEPSA-N,CN1CN(C2OC(COP(=O)(O)O)C(O)C2O)c2nc(N)[nH]c(=O)c21,1
JANQQPWTLXUSCD-UHFFFAOYSA-N,Nc1nc2c(ncn2CCCCC(F)(F)P(=O)(O)O)c(=O)[nH]1,2
DAOQLLQRJAXMGY-PBHICJAKSA-N,Nc1nc(O)c2cc(CC(C(=O)O)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)ccc2n1,3
BMATWAHJJFXMFA-HBNTYKKESA-N,O=P(O)(O)CCCCCc1c(O)nc(O)nc1NCC(O)C(O)C(O)CO,1
WJJMNDUMQPNECX-UHFFFAOYSA-N,O=C(O)c1cccc(C(=O)O)n1,1
BNYGKUQXGBVTRE-JWEWQUBASA-N,CC(=O)NC1C(OC2C(CO)OC(OC3C(CO)OC(Oc4ccc5c(C)cc(=O)oc5c4)C(NC(C)=O)C3O)C(NC(C)=O)C2O)OC(CO)C(O)C1O,2
CDWXSPKJKIUEQF-BIXWYCRZSA-N,N=C(N)NCCCC1N=C(O)C2CCCN2C(=O)C(N=CO)CN=C(O)C=CC(Cc2ccc(O)cc2)N=C(O)C(Cc2ccccc2)NC(=O)C1=O,2
WUZIMDSVRIBNNI-DEOSSOPVSA-N,CCOC(Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,4
BCKARVLFIJPHQU-UHFFFAOYSA-N,CCOC(=O)c1c(C)n[nH]c1C,1
IADAQXMUWITWNG-UHFFFAOYSA-N,Clc1ccc2c(c1Cl)CNCCC2,1
SWAJPHCXKPCPQZ-AWEZNQCLSA-N,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,2
MVAWJSIDNICKHF-UHFFFAOYSA-N,CC(=O)NCCc1c[nH]c2ccc(O)cc12,2
HKIDMHSZRQSXJE-CYVLTUHYSA-N,O=C1C(=C2CCC(c3ccc(Cl)cc3)CC2)C(O)=C(O)c2ccccc21,2
GBLDYRVJENYQNH-GHGCAVAYSA-N,O=P(O)(O)C(F)(F)c1ccc(CC(CC=Cc2ccccc2)(c2nc3ccccc3s2)n2nnc3ccccc32)cc1,6
KWLUIYFCMHKLKY-MUUNZHRXSA-N,O=C(O)CCC(Cc1ccc(OCc2ccccc2)cc1)NC(=O)CCCCCCc1ccccc1,3
JTVILUUAQWQWBK-IYARVYRRSA-N,NC1CCC(Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,3
YYMZSGIXLQPFAC-UHFFFAOYSA-N,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,4
RZZPDXZPRHQOCG-FTYKPCCVSA-N,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1
LJCWONGJFPCTTL-ZETCQYMHSA-N,NC(C(=O)O)c1ccc(O)cc1,1
RXWNCPQKMXQDHN-LBPRGKRZSA-N,CC(C)NCc1ccc(CC(N)C(=O)O)cc1,1
JAPHQRWPEGVNBT-IJLUTSLNSA-N,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,1
JSBCZGSPFATCOV-JPYZYGQNSA-N,O=C(NC(=O)c1ccccc1)NC1OC(CO)C(O)C(O)C1O,1
RTKIYFITIVXBLE-QEQCGCAPSA-N,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,1
ZEBFKFGJWHOOST-LJAQVGFWSA-N,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C3CCCC3)OC2=O)c(C(C)(C)C)cc1N,2
UOJFGEAPSYQDIP-UHFFFAOYSA-N,Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,3
NRSDGDXUWMMUEV-GFCCVEGCSA-N,C#CCNC1CCc2ccc(O)cc21,1
LJCWONGJFPCTTL-SSDOTTSWSA-N,NC(C(=O)O)c1ccc(O)cc1,1
AGNFWIZBEATIAK-UHFFFAOYSA-N,NCCCCc1ccccc1,1
JSFGDUIJQWWBGY-UHFFFAOYSA-N,OCc1cccc(F)c1F,1
HWPZZUQOWRWFDB-UHFFFAOYSA-N,Cn1ccc(N)nc1=O,1
QGWNDRXFNXRZMB-BZKDHIKHSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,2
IOFPEOPOAMOMBE-QMMMGPOBSA-N,O=C(NO)NC(Cc1ccccc1)C(=O)O,1
ZUQBAQVRAURMCL-IUODEOHRSA-N,Nc1nc(O)c2c(n1)NCC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)C2,2
BHHGXPLMPWCGHP-UHFFFAOYSA-O,[NH3+]CCc1ccccc1,1
AWJUIBRHMBBTKR-UHFFFAOYSA-N,c1ccc2cnccc2c1,2
KNRVCCXHLSHTFW-SEAFADMZSA-N,Cc1ccc2c(c1)C(=O)C1(OC(c3ccc(Cl)c(Cl)c3)C(C(=O)Nc3ccc(-c4csnn4)cc3)C1C(=O)O)C2=O,4
LOBCDGHHHHGHFA-LBPRGKRZSA-N,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,1
UGQMRVRMYYASKQ-KQYNXXCUSA-N,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,2
HQWKMDKTTCPCMQ-UHFFFAOYSA-N,N=C(N)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,2
VSPFURGQAYMVAN-UHFFFAOYSA-N,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,3
BTPFLIXGJHTRNG-UHFFFAOYSA-L,O=C([O-])c1ccccc1O[PH](=O)[O-],1
AHWSFXKKIDTZBI-QWHCGFSZSA-N,NC(CCC(=O)NC(CSCc1cccc(I)c1)C(=O)NCC(=O)O)C(=O)O,1
JWCSIUVGFCSJCK-LIUKBUMOSA-N,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,2
