inchikey,smiles,number of aromatic rings
SMLJDSWXGVMNTH-MNXVOIDGSA-N,CC1(C)SC(C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O,1
PZNQZSRPDOEBMS-QMMMGPOBSA-N,NC(Cc1ccc(I)cc1)C(=O)O,1
YYAMSLLSQINIQO-NSHDSACASA-N,CCCC(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,1
BEXUQVHWMLPYKY-UHFFFAOYSA-N,CC(C)C(=O)COc1nc(N)nc2nc[nH]c12,2
CPTLFMDLEWCNMJ-YZCDDZTHSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,3
OIFWQOKDSPDILA-GJMOJQLCSA-N,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1
PCFWLDHLJWUGSU-UHFFFAOYSA-N,CC(=O)ONC(=O)c1ccccc1O,1
MWUVGXCUHWKQJE-UHFFFAOYSA-N,OCCc1ccc(F)cc1,1
ZIBMATWHOAGNTR-UHFFFAOYSA-N,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,1
JYJAEHAURXXPSD-UHFFFAOYSA-N,c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,3
WTOFYLAWDLQMBZ-LURJTMIESA-N,NC(Cc1cccs1)C(=O)O,1
WVGZKPGUHOZIJQ-HNNXBMFYSA-N,CC(Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1,4
HBBGSNOHAGNQRQ-UHFFFAOYSA-N,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,3
DJJCXFVJDGTHFX-ZAKLUEHWSA-N,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
OAWORKDPTSAMBZ-QWHCGFSZSA-N,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,1
YFAUKWZNPVBCFF-GSNOWDBKSA-N,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1
KVZMXOVSHIMGNA-HOTGVXAUSA-N,CC(C)CCNC(=O)C(CCc1ccccc1)NC(=O)C(O)CC(=O)O,1
OGKYMFFYOWUTKV-UHFFFAOYSA-N,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,2
FULZLIGZKMKICU-UHFFFAOYSA-N,NC(=S)Nc1ccccc1,1
VJXSSYDSOJBUAV-UHFFFAOYSA-N,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,3
ZDYFRIZTYRFPJC-UHFFFAOYSA-N,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,1
VNOYUJKHFWYWIR-LJEXEIFSSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,2
NAUWTFJOPJWYOT-UHFFFAOYSA-N,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,3
MRTSIBBMOWLRPY-MISYRCLQSA-N,CC(C)C(NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)F)C(C)C,1
NMCMUSAXKISTKW-UHFFFAOYSA-N,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-],1
YWXHXYSGHBAIBL-QLFBSQMISA-N,NC(CCC(=O)NC(CSC(CO)COc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,1
LAXNJIWNBHHMDO-UHFFFAOYSA-N,CCSC(N)=Nc1ccccc1,1
IRLPACMLTUPBCL-FCIPNVEPSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O,2
CEKLBQMULVLLTD-WDYNHAJCSA-N,CC(=O)NC(Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,3
OWWCIKSGGKYNHT-ZDUSSCGKSA-N,NC(=O)C(CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,2
LRVZOSYMNMNQFR-DOAVWBMOSA-N,O=c1cnn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
JADDQZYHOWSFJD-BMYQGPEFSA-N,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,2
RLLZPXDJYADIEU-UHFFFAOYSA-N,Cc1cccc2c1CCNC2=O,1
ZOSQFDVXNQFKBY-UTCAIGHUSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,1
QWDNYLFSFTUIKH-RFZPGFLSSA-N,CC(O)C(N)c1nccs1,1
PHBDHXOBFUBCJD-FCIPNVEPSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C2O)c(=O)[nH]1,2
MCWDCZIDTUQRHK-QHOPCYEYSA-N,O=P(O)(O)OCC1OC(n2cnc3cncnc32)C(O)C1O,2
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)cc1,1
YXTNRNJPEDJTNF-UHFFFAOYSA-O,Cn1cnc2c(N)nc[n+](C)c21,2
KWEQFQACRLGUSH-MMKYUKOKSA-N,O=P(O)(O)OC1C(O)C(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)OC1n1cnc2c1ncn1ccnc21,3
SJXRKKYXNZWKDB-HRDYMLBCSA-N,Cc1ncnc2c1ncn2C1CC(O)C(CO)O1,2
RAKYKJWUUUKCCW-MPLBGYFPSA-N,COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(C#CC(O)C(N)C(C)O)c21,2
TWZNCTCQAGRUGQ-KAYWLYCHSA-N,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,3
RONLONYAIBUEKT-IBGZPJMESA-N,O=C(NC(Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1,3
AMKFOVYTEUFMCU-HCGLCNNCSA-N,CN(C(=O)Oc1ccc(Cl)cc1)C1CCC(c2ccc(CN3CCCCC3)cc2)CC1,2
ATORUNMAUREKMH-UHFFFAOYSA-N,CCc1cc(-c2n[nH]cc2-c2c[nH]cn2)c(O)cc1O,3
YSYKRGRSMLTJNL-LKRVTYCLSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,1
UIZPHGUBGPJBAR-QMMMGPOBSA-N,CC(C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1,2
CPJBKHZROFMSQM-NSHDSACASA-N,COC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,2
ARRGHMSEJJFDME-WOIOKPISSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O,2
RWVIMCIPOAXUDG-UHFFFAOYSA-N,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O,2
HFEKDTCAMMOLQP-DSYKOEDSSA-N,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F,1
AMDJRICBYOAHBZ-PRJMDXOYSA-N,Cn1cc(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1
DNBCLSZROQUYQN-UHFFFAOYSA-N,COc1cc(OO)ccc1O,1
YQUAKORMLHPSLZ-XVFCMESISA-N,N=c1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(O)n1,1
LXEDKIMJQBOMSU-MOPGFXCFSA-N,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(C#N)COCc1ccccc1,1
WRUVOSYKHXGAQN-GKRYNVPLSA-N,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,2
LIEMBEWXEZJEEZ-INEUFUBQSA-N,Nc1ncnc2c1ncn2CC(O)C(O)C(=O)O,2
KCNKJCHARANTIP-SNAWJCMRSA-N,C=CCN(C)CC=CCOc1ccc2c(-c3ccc(Br)cc3)coc2c1,3
QMGUOJYZJKLOLH-UHFFFAOYSA-N,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,4
SDTFBAXSPXZDKC-UHFFFAOYSA-N,Nc1nc2ccccc2c(=O)[nH]1,2
OOLBCHYXZDXLDS-SECBINFHSA-N,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,2
YQPLKJCBEOVDBS-MYUHZXPASA-N,N=C(N)Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,1
CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1,1
KFCQHWOGBVCKHR-LCYFTJDESA-N,Cc1ncc(COP(=O)(O)O)c(CN=C2CON=C2O)c1O,1
JYHIGYLGYNCMGI-UHFFFAOYSA-N,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,3
GIWQSPITLQVMSG-UHFFFAOYSA-O,Cc1[nH+]ccn1C,1
AVXMWVZLCQSTKR-GDLZYMKVSA-N,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)C2CCCCC2)c1,3
BISHACNKZIBDFM-UHFFFAOYSA-N,Nc1c[nH]c(=O)[nH]c1=O,1
WPYMKLBDIGXBTP-UHFFFAOYSA-N,O=C(O)c1ccccc1,1
HMCRLFVYYFBZEZ-OQSIOIOUSA-N,NCc1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,3
NCMVOABPESMRCP-GKROBHDKSA-N,Nc1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1,1
JSRLJPSBLDHEIO-SHYZEUOFSA-N,O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1
ZGHFWBDHZZKWSI-GGXMVOPNSA-N,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,3
SVFLQOLSPWURCD-MJVPYHJASA-N,CC(C)C(NC(=O)C(OCc1ccccc1)C(O)C(O)C(OCc1ccccc1)C(=O)NC(C(=O)NCc1ccccn1)C(C)C)C(=O)NCc1ccccn1,4
IGUZFFOBAZCVRK-VAOFZXAKSA-N,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1-c1ccc(Br)s1,2
YODXEQNROKSLLQ-GMSGAONNSA-N,CC(O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1
XQCKNCFQOJFQFK-UHFFFAOYSA-N,CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C,2
OQLKNTOKMBVBKV-UHFFFAOYSA-N,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,2
BWLWUGBHOXIUBP-UHFFFAOYSA-N,CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21,3
KPHFGOGGKPGLTM-LKEWCRSYSA-N,O=c1[nH]c(=O)c2c([nH]1)n(CC(O)C(O)C(O)CO)c(=O)n2CCCOP(=O)(O)O,2
NWUYDTGYTUQMDG-CYBMUJFWSA-N,Cc1ccc(S(=O)(=O)N2CCCC2C(=O)NCCS)cc1,1
HBROZNQEVUILML-UHFFFAOYSA-N,O=C(NO)c1ccccc1O,1
XMOCLSLCDHWDHP-IUODEOHRSA-N,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,2
FFCFXJXBXUOFIU-UHFFFAOYSA-N,Ic1ccc2c(c1)CNCC2,1
XFKVYXCRNATCOO-UHFFFAOYSA-M,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],4
BBTNLADSUVOPPN-UHFFFAOYSA-N,Nc1[nH]c(=O)[nH]c(=O)c1N,1
NAYNUXXSJZLKPW-UHFFFAOYSA-N,Cc1cc(C=O)c(OP(=O)(O)O)c(C=O)c1,1
MOBMOJGXNHLLIR-YTLHQDLWSA-N,O=c1[nH]cc(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
DNKVHXNVVYQUDC-UHFFFAOYSA-N,Nc1nc2ncc(CNc3ccc(C(=O)OP(=O)(O)O)cc3)nc2c(=O)[nH]1,3
YUKGJYBQODPVBL-ZETCQYMHSA-N,CC(C)(C)c1nnc(C(=O)C2CCCN2)o1,1
JUNWSLGCXPTCAU-QZWDGIGVSA-N,CC(Cn1ccnn1)(C(NC=CC=O)C(=O)O)[S](=O)=O,1
XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1,1
YUMYYTORLYHUFW-ZUDLOMHPSA-N,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1,2
OUYCCCASQSFEME-QMMMGPOBSA-N,NC(Cc1ccc(O)cc1)C(=O)O,1
VETHGFFXZOQEIU-UHFFFAOYSA-L,O[Cu+2](O)(n1ccnc1)(n1ccnc1)(n1ccnc1)n1ccnc1,4
AETHRPHBGJAIBT-UHFFFAOYSA-N,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,2
ZFNCKGXGCCDDFN-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1,2
QNIWSXQXLJIUJW-HCYMPCJFSA-I,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)O2)c(=O)[nH]c1=O,3
JEHKKBHWRAXMCH-UHFFFAOYSA-N,O=S(O)c1ccccc1,1
CFBUZOUXXHZCFB-OYOVHJISSA-N,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,1
VMTDLKOWOZYTPX-CQJHWTDNSA-N,COC(CC1OC(=O)CC(O)CC(O)CC(=O)C(C)C(OC)c2coc(n2)-c2coc(n2)-c2coc(n2)C=CCCC1C)C(C)CCC(=O)C(C)C(CC=CN(C)CO)OC,3
HQAKVYGASUTQHH-UHFFFAOYSA-N,O=C(O)CCCn1c2ccccc2c2ccccc21,3
PJONDRDKCIFXDA-CHQNLTHESA-N,O=S(=O)(O)c1ccc(O)c(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(Nc4ncnc(Nc5ccc6c(O)c(N=Nc7cc(S(=O)(=O)O)ccc7O)c(S(=O)(=O)O)cc6c5S(=O)(=O)O)n4)ccc3c2O)c1,7
BVVFOLSZMQVDKV-ILEXQBCSSA-N,CCCCN(C)C(=O)CCCCCCCCCCC1Cc2cc(O)ccc2C2CCC3(C)C(O)CCC3C12,1
FEKRWNWZMOSVBX-UHFFFAOYSA-O,NC(=[NH2+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,4
FBTSQILOGYXGMD-LURJTMIESA-N,NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,1
HQXFJGONGJPTLZ-FLNYCXGNSA-N,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)NC(=O)C(N)CO)C(O)C1O,2
WBOCVKMMQAUCOC-UHFFFAOYSA-N,CC1(C)C=CC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,2
GZEJMYFXZMUAEC-UHFFFAOYSA-O,NC(=[NH2+])c1cc2cccnc2s1,2
XACIEZJJSXJZMD-SECBINFHSA-N,CCNC1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1
YWQVBESSYLICRX-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,4
XFILPEOLDIKJHX-QYZOEREBSA-N,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(CSc1cccs1)C(=O)NO,2
PTYCEIBBGGLADD-NYNCVSEMSA-N,O=C(O)CCc1nc2c(=O)[nH]c(=O)[nH]c2n(CC(O)C(O)C(O)CO)c1=O,2
BTNMPGBKDVTSJY-UHFFFAOYSA-N,O=C(O)C(=O)Cc1ccccc1,1
IHZCIRSQSFPOLH-DLBZAZTESA-N,NC(CCC(=O)NC(CSCc1cccc2ccccc12)C(=O)NCC(=O)O)C(=O)O,2
LHQIJBMDNUYRAM-AWFVSMACSA-N,CC(O)C(O)c1cnc2nc(N)[nH]c(=O)c2n1,2
NVOIXARBSSLBAS-FCIPNVEPSA-N,Nc1ncnc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c12,2
FNZKIJOTNKEJBF-UHFFFAOYSA-N,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nn(C)c2c1,3
OGZMPQOWGQBWAV-JKDFXYPNSA-N,NC(CCC(=O)NC(CSC(O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O,1
HGDUWJVGIGLVOH-DNQXCXABSA-N,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NNC(=O)NNC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,2
UQYPZLRUJKCREN-XCSFTKGKSA-N,NC(=S)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,3
RUOKEQAAGRXIBM-LBPRGKRZSA-N,C#CCNC1CCc2ccccc21,1
VFCNQNZNPKRXIT-UHFFFAOYSA-N,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,2
NMHMNPHRMNGLLB-UHFFFAOYSA-N,O=C(O)CCc1ccc(O)cc1,1
FLZDFFKRJPLFGS-ZETCQYMHSA-N,NC(C(=O)O)c1ccc(O)c(Cl)c1,1
NVYATAJRTRFKSW-UHFFFAOYSA-N,CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21,3
KGFLZYXDJDOIEE-UHFFFAOYSA-N,CN(C)C1=CCC2=C(c3ccc(N4C(=O)C=CC4=O)cc3C(=O)O)c3ccc(N(C)C)cc3OC2=C1,2
WZEXTLJNSXEEHK-LJEXEIFSSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCNC(=O)CCC(=O)O,2
RHCCVTLDOSIQDM-NULOGZTHSA-L,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)O)c4n1[Fe]31n3c(c(C)c(C=C)c3=C2)=CC2=[N+]1C(=C4c1ccccc1)C(CCC(=O)O)=C2C,3
GLKONBHDVMFJNJ-SQEISUFWSA-N,CCC(C)C(NC(=O)C(OCc1ccccc1)C(O)C(O)C(OCc1ccccc1)C(=O)NC(C(=O)NC)C(C)CC)C(=O)NC,2
UFZTZBNSLXELAL-WOIOKPISSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,2
YEUSLPIIQGZHQB-UHFFFAOYSA-N,N=C(N)SCCc1cccc(CCSC(=N)N)c1,1
GEHSZWRGPHDXJO-ALELSXGZSA-N,CC(OP(=O)(O)OCC(O)C(O)C(O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,1
RHOOHUMOHVIXEF-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl,3
FNKQXYHWGSIFBK-ZMIZWQJLSA-N,CC(O)C(O)C1CNc2[nH]c(=N)nc(O)c2N1,1
IBCXZJCWDGCXQT-UHFFFAOYSA-N,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,4
ILSPFIPSQSFPCN-VYBUCKLUSA-N,COc1cc(C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)cc(O)c1O,3
QVEMRPAUHFWHRV-UHFFFAOYSA-N,Nc1ccc(N)c2c1C(=O)c1c(O)ccc(O)c1C2=O,2
HMPQTEPEMQZWQH-QZTJIDSGSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(O)c1nnc(C(C)(C)C)o1,3
BGDMJXZYDKFEGJ-UHFFFAOYSA-N,O=C(O)CSc1nc(-c2cccc(Cl)c2)no1,2
AAXYAFFKOSNMEB-QWYLYUGKSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(=O)[nH]c(N)nc54)C(O)C3O)C(O)C2O)c(=O)[nH]1,4
WPVRNXUYVXQXPY-UVJQNAMXSA-N,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)N3Cc3ccc4c(CO)c(OC)ccc4c3)C21,2
SAWXMTQYIIZWNU-USRAUIIXSA-O,C=C1Oc2cc(OC)cc(C(=O)OC3COC(=O)CC([NH3+])c4cc(O)c(c(Cl)c4)OC4c5ccc3cc5C3=CC=CC34OC3OC(C)(C)C(N(C)C)C(O)C3O)c2NC1=O,3
GIKDOVQLXOIXCZ-RGGAHWMASA-L,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(C=C)c4n1[Zn]31n3c(c(C)c(CCC(=O)O)c3=CC3=[N+]1C(=C4)C(C)=C3CCC(=O)O)=C2,2
KNDDEFBFJLKPFE-UHFFFAOYSA-N,CCCCCCCc1ccc(O)cc1,1
IZLRMTJLQCLMKF-CYBMUJFWSA-N,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC,2
YQUVCSBJEUQKSH-UHFFFAOYSA-N,O=C(O)c1ccc(O)c(O)c1,1
ALOBOMYIOYNCBS-FCIPNVEPSA-O,O=P(O)(O)OCC1OC(n2cnc3c(Cl)[nH+]cnc32)C(O)C1O,2
GIVBBFGMRNXKPE-SMIHKQSGSA-N,O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(S)Cc1ccccc1,3
ZFWHOUCRVSOZJE-CQSZACIVSA-N,CC(CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,3
XJZDIUOABWMPLZ-DLOONRPBSA-N,Cc1ncnc2c1ncn2C1OC(C(C)O)C(O)C1O,2
FHHZHGZBHYYWTG-RPKOMYRRSA-O,C[n+]1cn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(=O)[nH]c(N)nc54)C(O)C3O)C(O)C2O)c2nc(N)[nH]c(=O)c21,4
XOSFCMOTHZJUQK-SQJMNOBHSA-N,O=C1N2C=C(c3ccc(O)cc3)NC(CC3CCCC3)C2=NC1(Cc1ccc(O)cc1)OO,2
MDKMTCCUJSRQGW-ZDYBBARQSA-N,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4c(Br)nc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,3
KPVQNXLUPNWQHM-IYAKUPGSSA-N,CC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,3
CHNMLWCTGYMVFH-GFCCVEGCSA-N,O=C(O)C1=CN=C(C(=O)O)CSC1c1cn2c3c(sc2n1)CCC3,2
DVFUKUONLVBBEH-YUMQZZPRSA-N,NC1Oc2ccccc2C(O)S1,1
KPHFGOGGKPGLTM-ZXFLCMHBSA-N,O=c1n(CC(O)C(O)C(O)CO)c2nc(O)nc(O)c2n1CCCOP(=O)(O)O,2
FVFZSVRSDNUCGG-UHFFFAOYSA-N,O=C(O)c1ccc([Hg])cc1,1
DXGAIOIQACHYRK-QMMMGPOBSA-N,NC(C=O)Cc1ccc(O)cc1,1
DFEYXQGDDCDXJK-UHFFFAOYSA-N,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CC2CC2)n1,3
WQWCUHJIERBOSM-UHFFFAOYSA-N,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12,3
SQVSRPVEMXBYTQ-ZLGQENBPSA-K,Nc1nc2c(c(=O)[nH]1)NC1C3=C(S[Mo](=O)(=O)(S)S3)C(COP(=O)(O)O)OC1N2,1
MWTQNXVXPLTHJB-YADHBBJMSA-N,O=CC(CSCc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1,2
XWCCXDBXMCTZPW-UHFFFAOYSA-N,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1,3
VWNONHZCCMYIGR-PQRLTTHHSA-N,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(SC4OC(CO)C(O)C(O)C4O)C3O)C2O)cc1,1
BMHTVISVLHMFTC-QMMMGPOBSA-N,NC(CNC(=O)c1ccccc1)C(=O)O,1
QBZAPFWYAPXRGQ-KRWDZBQOSA-N,CC(=O)N1N=C(c2ccccc2Cl)CC1c1cccc(O)c1,2
GUQKPGOLRIKTFQ-XFFZJAGNSA-N,NCC1=NC(=Cc2ccc(O)cc2)C(=O)N1CC=O,1
AEKIJKSVXKWGRJ-BYPYZUCNSA-N,NC(Cn1cc(Br)c(=O)[nH]c1=O)C(=O)O,1
AHWMERGBWWROMM-UHFFFAOYSA-N,O=C(O)C(=O)Nc1cc2[nH]ccc2cc1C(=O)O,2
XLYYIFIRODREFK-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)NCCCCNCS)cc1,1
FXUGQWABROMTDA-GAJHUEQPSA-N,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)NC(C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,2
FDIXHXDLCOSDFY-UHFFFAOYSA-N,CN(C)CCSCc1cc(N)cc2c(=O)[nH]c(N)nc12,2
PGAVKCOVUIYSFO-ZAKLUEHWSA-N,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
WUGJIPFLBOATGL-UHFFFAOYSA-N,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccccc1,4
MPXYCOHVHSXSDC-UHFFFAOYSA-N,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1,1
BKKVXUGDBLTOLY-YPFLCKFZSA-N,C=Cc1c(C)c2n3c1C=c1c(C)c(CCC(=O)OC)c4n1[Fe]31n3c(c(C)c(CCC(=O)OC)c3C=4)C=c3c(C)c(C=C)c(n31)=C2,4
NVVWVYYHTKCIAE-UHFFFAOYSA-N,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,3
